timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
221700332,221700332,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
221900320,221900320,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
222096310,222096310,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
222297150,222297150,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
222517057,222517057,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
222697122,222697122,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
222909116,222909116,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
223105944,223105944,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
223309930,223309930,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
223517846,223517846,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
223725848,223725848,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
223926740,223926740,7,255,0,0,0,1499,1504,1476,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
224138769,224138769,7,255,0,0,0,1499,1504,1476,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
224342972,224342972,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
224526759,224526759,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
224742645,224742645,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
224935444,224935444,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
225155447,225155447,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
225359447,225359447,7,255,0,0,0,1499,1504,1477,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
225539516,225539516,7,255,0,0,0,1499,1504,1483,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
225760330,225760330,7,255,0,0,0,1499,1504,1496,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
225968394,225968394,7,255,0,0,0,1499,1504,1497,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
226164332,226164332,7,255,0,0,0,1499,1504,1508,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
226368321,226368321,7,255,0,0,0,1499,1504,1512,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
226568325,226568325,7,255,0,0,0,1499,1504,1522,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
226769052,226769052,7,255,0,0,0,1499,1504,1531,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
226981155,226981155,7,255,0,0,0,1499,1504,1541,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
227185139,227185139,7,255,0,0,0,1499,1504,1547,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
227369400,227369400,7,255,0,0,0,1499,1504,1557,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
227573966,227573966,7,255,0,0,0,1499,1504,1564,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
227785845,227785845,7,255,0,0,0,1499,1504,1564,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
227993926,227993926,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
228193845,228193845,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
228390647,228390647,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
228594991,228594991,7,255,0,0,0,1499,1504,1572,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
228802645,228802645,7,255,0,0,0,1499,1504,1572,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
229002724,229002724,7,255,0,0,0,1499,1504,1572,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
229210740,229210740,7,255,0,0,0,1499,1504,1572,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
229415443,229415443,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
229599535,229599535,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
229819802,229819802,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
230019445,230019445,7,255,0,0,0,1499,1504,1570,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
230208338,230208338,7,255,0,0,0,1499,1504,1570,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
230424366,230424366,7,255,0,0,0,1499,1504,1572,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
230624332,230624332,7,255,0,0,0,1499,1504,1572,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
230820333,230820333,7,255,0,0,0,1499,1504,1592,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
231020326,231020326,7,255,0,0,0,1499,1504,1602,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
231241131,231241131,7,255,0,0,0,1499,1504,1602,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
231441374,231441374,7,255,0,0,0,1499,1504,1607,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
231649051,231649051,7,255,0,0,0,1499,1504,1607,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
231845124,231845124,7,255,0,0,0,1499,1504,1617,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
232037986,232037986,7,255,0,0,0,1499,1504,1617,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
232241930,232241930,7,255,0,0,0,1499,1504,1617,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
232437934,232437934,7,255,0,0,0,1499,1504,1617,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
232649846,232649846,7,255,0,0,0,1499,1504,1617,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
232861846,232861846,7,255,0,0,0,1499,1504,1635,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
233062976,233062976,7,255,0,0,0,1499,1504,1644,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
233270841,233270841,7,255,0,0,0,1499,1504,1645,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
233470733,233470733,7,255,0,0,0,1499,1504,1658,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
233662705,233662705,7,255,0,0,0,1499,1504,1667,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
233863782,233863782,7,255,0,0,0,1499,1504,1668,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
234083527,234083527,7,255,0,0,0,1499,1504,1677,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
234283521,234283521,7,255,0,0,0,1499,1504,1677,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
234479504,234479504,7,255,0,0,0,1499,1504,1678,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
234688339,234688339,7,255,0,0,0,1499,1504,1690,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
234884334,234884334,7,255,0,0,0,1499,1504,1691,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
235080587,235080587,7,255,0,0,0,1499,1504,1700,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
235296566,235296566,7,255,0,0,0,1499,1504,1708,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
235496320,235496320,7,255,0,0,0,1499,1504,1710,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
235693385,235693385,7,255,0,0,0,1499,1504,1729,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
235897047,235897047,7,255,0,0,0,1499,1504,1761,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
236105125,236105125,7,255,0,0,0,1499,1504,1761,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
236317056,236317056,7,255,0,0,0,1499,1504,1768,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
236513849,236513849,7,255,0,0,0,1499,1504,1788,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
236713938,236713938,7,255,0,0,0,1499,1504,1800,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
236918183,236918183,7,255,0,0,0,1499,1504,1808,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
237121846,237121846,7,255,0,0,0,1499,1504,1825,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
237314292,237314292,7,255,0,0,0,1499,1504,1845,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
237514726,237514726,7,255,0,0,0,1499,1504,1856,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
237734646,237734646,7,255,0,0,0,1499,1504,1861,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
237934646,237934646,7,255,0,0,0,1499,1504,1883,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
238114725,238114725,7,255,0,0,0,1499,1504,1895,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
238331551,238331551,7,255,0,0,0,1499,1504,1912,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
238535448,238535448,7,255,0,0,0,1499,1504,1920,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
238731522,238731522,7,255,0,0,0,1499,1504,1920,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
238947510,238947510,7,255,0,0,0,1499,1504,1920,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
239147522,239147522,7,255,0,0,0,1499,1504,1920,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
239348327,239348327,7,255,0,0,0,1499,1504,1920,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
239544335,239544335,7,255,0,0,0,1499,1504,1920,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
239740429,239740429,7,255,0,0,0,1499,1504,1920,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
239964326,239964326,7,255,0,0,0,1499,1504,1920,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
240165125,240165125,7,255,0,0,0,1499,1504,1920,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
240361161,240361161,7,255,0,0,0,1499,1504,1920,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
240569124,240569124,7,255,0,0,0,1499,1504,1920,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
240757076,240757076,7,255,0,0,0,1499,1504,1914,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
240965059,240965059,7,255,0,0,0,1499,1504,1912,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
241166991,241166991,7,255,0,0,0,1499,1504,1895,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
241366728,241366728,7,255,0,0,0,1499,1504,1877,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
241578740,241578740,7,255,0,0,0,1499,1504,1851,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
241779782,241779782,7,255,0,0,0,1499,1504,1828,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
241979559,241979559,7,255,0,0,0,1499,1504,1802,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
242179447,242179447,7,255,0,0,0,1499,1504,1789,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
242383448,242383448,7,255,0,0,0,1499,1504,1738,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
242588343,242588343,7,255,0,0,0,1499,1504,1714,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
242805138,242805138,7,255,0,0,0,1499,1504,1682,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
242993123,242993123,7,255,0,0,0,1499,1504,1640,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
243201109,243201109,7,255,0,0,0,1499,1504,1614,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
243413937,243413937,7,255,0,0,0,1499,1504,1597,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
243614170,243614170,7,255,0,0,0,1499,1504,1580,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
243813921,243813921,7,255,0,0,0,1499,1504,1562,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
244001919,244001919,7,255,0,0,0,1499,1504,1540,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
244222750,244222750,7,255,0,0,0,1499,1504,1522,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
244426722,244426722,7,255,0,0,0,1499,1504,1495,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
244618985,244618985,7,255,0,0,0,1499,1504,1469,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
244834724,244834724,7,255,0,0,0,1499,1504,1457,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
245038746,245038746,7,255,0,0,0,1499,1504,1426,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
245219545,245219545,7,255,0,0,0,1499,1504,1408,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
245423533,245423533,7,255,0,0,0,1499,1504,1399,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
245639447,245639447,7,255,0,0,0,1499,1504,1368,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
245839505,245839505,7,255,0,0,0,1499,1504,1357,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
246036339,246036339,7,255,0,0,0,1499,1504,1340,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
246256335,246256335,7,255,0,0,0,1499,1504,1305,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
246456329,246456329,7,255,0,0,0,1499,1504,1257,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
246652356,246652356,7,255,0,0,0,1499,1504,1208,1496,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
246852327,246852327,7,255,0,0,0,1499,1504,1125,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
247057056,247057056,7,255,0,0,0,1499,1504,1078,1498,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
247269050,247269050,7,255,0,0,0,1499,1504,1078,1499,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
247469353,247469353,7,255,0,0,0,1499,1504,1078,1466,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
247665149,247665149,7,255,0,0,0,1499,1504,1078,1117,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
247861945,247861945,7,255,0,0,0,1499,1504,1078,1116,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
248065938,248065938,7,255,0,0,0,1499,1504,1078,1116,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
248277938,248277938,7,255,0,0,0,1499,1504,1078,1116,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
248481930,248481930,7,255,0,0,0,1499,1504,1078,1116,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
248673843,248673843,7,255,0,0,0,1499,1504,1078,1117,1920,1499,898,29349,2051,6,0,16595,2961,0,0,14165,48,0,0,0,3
248890736,248890736,7,255,0,0,0,1499,1504,1078,1123,1920,1499,898,29349,2051,6,0,4371,3795,0,0,14165,48,0,0,0,3
249098757,249098757,7,255,0,0,0,1499,1504,1078,1124,1920,1499,898,29349,2051,6,0,7765,3798,0,0,14165,48,0,0,0,3
249290963,249290963,7,255,0,0,0,1499,1504,1078,1124,1920,1499,898,29349,2051,6,0,15214,3801,0,0,14165,48,0,0,0,3
249494745,249494745,7,255,0,0,0,1499,1504,1078,1192,1920,1499,898,29349,2051,6,0,18610,3804,0,0,14165,48,0,0,0,3
